route_id,service_id,trip_id,trip_headsign,shape_id,block_id
14,1004,318588:424358:428706,ARTHUR to Airport,3545,428706
12,994,320008:424360:426689,EAST END,3579,426689
7,995,320937:424364:428718,HUDSON to Waterfront,3582,428718
1,995,320918:424365:428750,MAINLINE to Waterfront,3607,428750
15,1003,319113:424366:428729,BEVERLY to Intercity,3591,428729
3C,1004,318620:424369:428678,COUNTY PARK to Castlegreen Dr,3605,428678
10,1004,318548:424371:428746,NORTHWOOD to College,3549,428746
14,995,320621:424374:428708,ARTHUR to Jumbo Gardens,3539,428708
2,1004,318830:424375:428701,CROSSTOWN to Westfort,3597,428701
3C,995,320832:424382:428689,COUNTY PARK to Castlegreen Dr,3605,428689
14,995,320651:424385:428716,ARTHUR to Airport,3545,428716
13,995,320455:424386:428753,JOHN-JUMBO to Waterfront,3588,428753
2,1004,318828:424387:428701,CROSSTOWN to Westfort,3597,428701
15,1004,318451:424389:428686,BEVERLY to Intercity,3591,428686
2,995,320335:424390:428721,CROSSTOWN to Waterfront,3604,428721
18,996,321979:424392:428754,WESTFORT to City Hall,3546,428754
12,994,319986:424395:426683,EAST END,3579,426683
2,1003,319220:424396:428725,CROSSTOWN to Waterfront,3604,428725
15,996,322546:424401:428700,BEVERLY to University,3578,428700
16,995,320515:424402:426619,BALMORAL to City Hall,3498,426619
16,994,320030:424403:426689,BALMORAL to College,3501,426689
8,995,320389:424408:428714,JAMES to City Hall,3540,428714
2,1003,319200:424409:428727,CROSSTOWN to Waterfront,3604,428727
5,1004,318658:424410:428703,EDWARD to Waterfront,3555,428703
18,995,321246:424412:428695,WESTFORT to Mary,3509,428695
18,1003,320199:424414:428694,WESTFORT to City Hall,3546,428694
10,1003,319742:424415:428738,NORTHWOOD to City Hall,3556,428738
2,995,320330:424416:428734,CROSSTOWN to Waterfront,3604,428734
15,1004,318448:424418:428672,BEVERLY to Intercity,3591,428672
7,1003,319454:424421:428693,HUDSON to Waterfront,3582,428693
10,1003,319684:424423:428674,NORTHWOOD to County Park,3544,428674
2,1004,318840:424424:428701,CROSSTOWN to Waterfront,3604,428701
7,996,322121:424426:428732,HUDSON to Waterfront,3582,428732
14,1004,318595:424427:428706,ARTHUR to Airport,3545,428706
10,996,322458:424431:428749,NORTHWOOD to County Park,3544,428749
3C,995,320854:424432:428731,COUNTY PARK to Castlegreen Dr,3605,428731
15,995,320312:424433:428675,BEVERLY to University,3608,428675
13,995,320457:424434:428753,JOHN-JUMBO to Waterfront,3588,428753
18,1003,320174:424436:428726,WESTFORT to Mary,3509,428726
12,995,320483:424437:426663,EAST END,3579,426663
7,996,322117:424438:428732,HUDSON to Waterfront,3582,428732
14,995,320645:424440:428708,ARTHUR to Airport,3545,428708
2,995,320349:424442:428733,CROSSTOWN to Waterfront,3604,428733
10,1003,319693:424443:428723,NORTHWOOD to County Park,3544,428723
10,1004,318546:424444:428678,NORTHWOOD to College,3549,428678
18,1003,320172:424445:428726,WESTFORT to Mary,3509,428726
15,1004,318467:424447:428686,BEVERLY to University,3608,428686
1,996,322208:424453:428679,MAINLINE to Waterfront,3575,428679
2,995,320374:424454:428721,CROSSTOWN to Westfort,3597,428721
2,995,320344:424455:428721,CROSSTOWN to Waterfront,3604,428721
3C,995,320831:424459:428681,COUNTY PARK to Castlegreen Dr,3605,428681
14,995,320632:424460:428714,ARTHUR to Airport,3545,428714
13,996,322505:424461:428732,JOHN-JUMBO to Waterfront,3588,428732
14,996,322412:424465:428742,ARTHUR to City Hall,3541,428742
7,995,320943:424473:428718,HUDSON to Waterfront,3582,428718
16,995,320534:424474:426619,BALMORAL to College,3501,426619
15,996,322558:424475:428700,BEVERLY to University,3608,428700
15,995,320302:424485:428675,BEVERLY to University,3608,428675
16,994,320014:424487:426683,BALMORAL to City Hall,3498,426683
16,995,320516:424489:426619,BALMORAL to College,3501,426619
3C,996,322387:424490:428735,COUNTY PARK to Castlegreen Dr,3605,428735
18,996,321986:424491:428679,WESTFORT to City Hall,3546,428679
18,995,321275:424495:428750,WESTFORT to City Hall,3546,428750
15,1004,318445:424496:428686,BEVERLY to Intercity,3591,428686
14,995,320630:424497:428719,ARTHUR to City Hall,3541,428719
2,1004,318833:424501:428703,CROSSTOWN to Westfort,3597,428703
14,1003,319959:424502:428730,ARTHUR to Jumbo Gardens,3539,428730
8,1004,318929:424503:428684,JAMES to City Hall,3540,428684
8,1004,318922:424504:428706,JAMES to City Hall via College,3569,428706
8,996,322105:424505:428683,JAMES to City Hall,3540,428683
10,1003,319720:424506:428723,NORTHWOOD to County Park,3544,428723
5,996,322348:424510:428710,EDWARD to Waterfront,3555,428710
2,1003,319180:424514:428727,CROSSTOWN to Waterfront,3604,428727
15,995,320297:424517:428685,BEVERLY to University,3578,428685
15,995,320299:424518:428690,BEVERLY to University,3608,428690
3C,996,322390:424521:428735,COUNTY PARK to Castlegreen Dr,3605,428735
5,995,320726:424523:428733,EDWARD to Westfort,3543,428733
8,996,322094:424527:428702,JAMES to City Hall via College,3569,428702
12,995,320474:424532:426619,EAST END,3579,426619
18,995,321277:424533:428695,WESTFORT to City Hall,3546,428695
18,995,321249:424534:428673,WESTFORT to Mary,3509,428673
16,995,320510:424535:426663,BALMORAL to City Hall,3498,426663
18,995,321264:424536:428695,WESTFORT to City Hall,3546,428695
12,994,319985:424541:426689,EAST END,3579,426689
16,995,320532:424542:426619,BALMORAL to College,3501,426619
13,995,320449:424549:428753,JOHN-JUMBO to Waterfront,3588,428753
18,995,321269:424550:428695,WESTFORT to City Hall,3546,428695
14,996,322440:424551:428742,ARTHUR to Airport,3545,428742
16,994,320046:424553:426689,BALMORAL to College,3501,426689
6,994,320075:424556:426629,MISSION RD.,3104,426629
7,1003,319456:424558:428693,HUDSON to Waterfront,3582,428693
15,1003,319111:424562:428669,BEVERLY to Intercity,3591,428669
2,995,320373:424565:428733,CROSSTOWN to Westfort,3597,428733
2,995,320365:424566:428721,CROSSTOWN to Westfort,3597,428721
13,995,320458:424568:428718,JOHN-JUMBO to Waterfront,3588,428718
10,1003,319721:424569:428705,NORTHWOOD to County Park,3544,428705
7,995,320926:424571:428753,HUDSON to Waterfront,3582,428753
18,1003,320157:424574:428726,WESTFORT to Mary,3509,428726
10,1004,318544:424576:428736,NORTHWOOD to College,3549,428736
18,995,321274:424577:428695,WESTFORT to City Hall,3546,428695
2,995,320368:424580:428721,CROSSTOWN to Westfort,3597,428721
10,1004,318547:424584:428736,NORTHWOOD to College,3549,428736
2,996,322177:424585:428743,CROSSTOWN to Waterfront,3604,428743
18,995,321240:424587:428695,WESTFORT to Mary,3509,428695
10,996,322464:424588:428749,NORTHWOOD to County Park,3550,428749
3C,995,320851:424593:428731,COUNTY PARK to Castlegreen Dr,3605,428731
15,995,320303:424596:428690,BEVERLY to University,3608,428690
15,996,322529:424597:428671,BEVERLY to Intercity,3591,428671
3C,1004,318608:424602:428736,COUNTY PARK to Northwood,3576,428736
16,994,320038:424603:426689,BALMORAL to College,3501,426689
2,995,320348:424607:428734,CROSSTOWN to Waterfront,3604,428734
18,1003,320195:424610:428726,WESTFORT to City Hall,3546,428726
14,1004,318597:424612:428706,ARTHUR to Airport,3545,428706
2,995,320326:424613:428734,CROSSTOWN to Waterfront,3604,428734
10,996,322456:424614:428735,NORTHWOOD to County Park,3544,428735
2,995,320375:424615:428734,CROSSTOWN to Westfort,3597,428734
5,995,320705:424616:428734,EDWARD to Westfort,3543,428734
10,995,320599:424617:428748,NORTHWOOD to College,3549,428748
7,1003,319465:424619:428755,HUDSON to Waterfront,3582,428755
13,996,322506:424623:428688,JOHN-JUMBO to Waterfront,3588,428688
2,995,320378:424625:428721,CROSSTOWN to Westfort,3597,428721
14,1003,319922:424626:428738,ARTHUR to Jumbo Gardens,3539,428738
10,996,322453:424627:428735,NORTHWOOD to County Park,3544,428735
14,995,320656:424628:428692,ARTHUR to Airport,3545,428692
14,1004,318570:424629:428745,ARTHUR to City Hall,3541,428745
10,1003,319685:424636:428705,NORTHWOOD to County Park,3544,428705
2,995,320386:424637:428733,CROSSTOWN to Westfort,3597,428733
2,995,320366:424638:428734,CROSSTOWN to Westfort,3597,428734
10,995,320588:424640:428681,NORTHWOOD to College,3549,428681
10,1004,318537:424641:428746,NORTHWOOD to County Park,3550,428746
7,1003,319451:424643:428755,HUDSON to Waterfront,3582,428755
14,996,322414:424645:428702,ARTHUR to City Hall,3541,428702
7,1004,318872:424646:428687,HUDSON to Waterfront,3582,428687
14,996,322435:424647:428683,ARTHUR to Airport,3545,428683
2,996,322167:424648:428710,CROSSTOWN to Waterfront,3604,428710
15,1004,318444:424657:428672,BEVERLY to Intercity,3591,428672
15,1004,318473:424660:428686,BEVERLY to University,3608,428686
14,995,320640:424661:428708,ARTHUR to Airport,3545,428708
14,1003,319952:424662:428691,ARTHUR to City Hall,3541,428691
14,995,320605:424665:428714,ARTHUR to City Hall,3541,428714
2,1004,318857:424666:428701,CROSSTOWN to Waterfront,3604,428701
18,995,321268:424669:428695,WESTFORT to City Hall,3546,428695
15,1004,318454:424671:428672,BEVERLY to Intercity,3591,428672
15,995,320320:424672:428711,BEVERLY to University,3608,428711
18,995,321244:424674:428695,WESTFORT to Mary,3509,428695
7,995,320942:424675:428753,HUDSON to Waterfront,3582,428753
14,1003,319914:424676:428698,ARTHUR to Jumbo Gardens,3539,428698
14,1006,319968:424680:428751,ARTHUR to Airport,3545,428751
14,1007,319968:424680:428759,ARTHUR to Airport,3545,428759
10,995,320600:424686:428708,NORTHWOOD to College,3549,428708
2,996,322150:424687:428743,CROSSTOWN to Westfort,3597,428743
15,1003,319150:424689:428737,BEVERLY to University,3608,428737
5,1003,319815:424690:428725,EDWARD to Westfort,3543,428725
2,995,320364:424691:428733,CROSSTOWN to Westfort,3597,428733
12,994,320001:424692:426689,EAST END,3579,426689
16,995,320536:424694:426619,BALMORAL to College,3501,426619
15,1003,319107:424697:428747,BEVERLY to Intercity,3591,428747
18,996,321983:424701:428679,WESTFORT to City Hall,3546,428679
5,995,320722:424702:428734,EDWARD to Westfort,3543,428734
15,1003,319100:424703:428740,BEVERLY to Intercity,3591,428740
18,1004,319057:424704:428696,WESTFORT to City Hall,3546,428696
16,995,320528:424706:426619,BALMORAL to College,3501,426619
15,996,322560:424709:428700,BEVERLY to University,3578,428700
18,995,321248:424710:428695,WESTFORT to Mary,3509,428695
5,1003,319813:424711:428727,EDWARD to Westfort,3543,428727
2,995,320334:424714:428733,CROSSTOWN to Waterfront,3604,428733
14,996,322417:424715:428702,ARTHUR to City Hall,3541,428702
18,1004,319044:424717:428696,WESTFORT to City Hall,3546,428696
16,994,320060:424720:426683,BALMORAL to City Hall,3498,426683
16,994,320036:424721:426689,BALMORAL to College,3501,426689
15,995,320324:424725:428711,BEVERLY to University,3578,428711
2,1004,318826:424726:428701,CROSSTOWN to Westfort,3597,428701
2,1004,318849:424727:428703,CROSSTOWN to Waterfront,3604,428703
3C,995,320852:424729:428748,COUNTY PARK to Castlegreen Dr,3605,428748
5,1003,319842:424730:428725,EDWARD to Westfort,3543,428725
15,996,322548:424731:428700,BEVERLY to University,3578,428700
15,995,320280:424732:428711,BEVERLY to Intercity,3591,428711
16,994,320050:424741:426689,BALMORAL to College,3501,426689
16,995,320503:424745:426619,BALMORAL to City Hall,3498,426619
15,1003,319149:424750:428747,BEVERLY to University,3608,428747
7,995,320950:424755:428753,HUDSON to Waterfront,3582,428753
5,1003,319816:424761:428727,EDWARD to Westfort,3543,428727
1,995,320894:424769:428750,MAINLINE to Waterfront,3575,428750
14,996,322423:424771:428742,ARTHUR to City Hall,3541,428742
14,995,320627:424776:428692,ARTHUR to City Hall,3541,428692
16,994,320029:424779:426683,BALMORAL to College,3501,426683
5,995,320716:424783:428734,EDWARD to Westfort,3543,428734
15,995,320298:424785:428690,BEVERLY to University,3578,428690
18,1003,320197:424786:428726,WESTFORT to City Hall,3546,428726
14,1003,319966:424788:428698,ARTHUR to Airport,3545,428698
16,994,320024:424789:426689,BALMORAL to College,3501,426689
10,996,322474:424792:428717,NORTHWOOD to College,3549,428717
2,1004,318846:424793:428701,CROSSTOWN to Waterfront,3604,428701
2,995,320356:424794:428734,CROSSTOWN to Westfort,3597,428734
2,995,320384:424797:428721,CROSSTOWN to Waterfront,3604,428721
18,1004,319054:424799:428709,WESTFORT to City Hall,3546,428709
8,995,320429:424801:428697,JAMES to City Hall via College,3569,428697
15,995,320281:424802:428685,BEVERLY to Intercity,3591,428685
10,1004,318555:424805:428678,NORTHWOOD to College,3549,428678
14,1004,318560:424807:428706,ARTHUR to City Hall,3541,428706
12,995,320481:424808:426663,EAST END,3579,426663
5,1004,318640:424811:428703,EDWARD to Westfort,3543,428703
14,1004,318590:424812:428684,ARTHUR to Airport,3545,428684
10,996,322461:424813:428749,NORTHWOOD to County Park,3550,428749
2,1003,319206:424816:428727,CROSSTOWN to Waterfront,3604,428727
4,994,319981:424817:426664,NEEBING,3553,426664
14,1004,318564:424818:428745,ARTHUR to City Hall,3541,428745
15,996,322530:424820:428700,BEVERLY to Intercity,3591,428700
10,1004,318536:424827:428736,NORTHWOOD to County Park,3550,428736
12,995,320486:424828:426619,EAST END,3579,426619
15,995,320274:424834:428715,BEVERLY to Intercity,3591,428715
15,995,320301:424837:428675,BEVERLY to University,3578,428675
14,1006,319942:424842:428751,ARTHUR to Jumbo Gardens,3539,428751
2,1004,318843:424845:428703,CROSSTOWN to Waterfront,3604,428703
14,1004,318578:424850:428745,ARTHUR to Airport,3545,428745
14,995,320628:424852:428719,ARTHUR to City Hall,3541,428719
7,995,320929:424856:428718,HUDSON to Waterfront,3582,428718
18,1003,320160:424857:428726,WESTFORT to Mary,3509,428726
7,996,322118:424859:428688,HUDSON to Waterfront,3582,428688
14,1004,318561:424860:428745,ARTHUR to City Hall,3541,428745
14,1003,319915:424863:428730,ARTHUR to Jumbo Gardens,3539,428730
8,996,322083:424864:428742,JAMES to City Hall,3540,428742
14,995,320606:424867:428719,ARTHUR to City Hall,3541,428719
14,1006,319960:424869:428751,ARTHUR to Jumbo Gardens,3539,428751
14,1007,319960:424869:428759,ARTHUR to Jumbo Gardens,3539,428759
15,995,320306:424870:428685,BEVERLY to University,3608,428685
5,1004,318642:424871:428703,EDWARD to Westfort,3543,428703
10,995,320546:424873:428681,NORTHWOOD to County Park,3550,428681
16,994,320032:424877:426689,BALMORAL to College,3501,426689
16,994,320027:424878:426683,BALMORAL to College,3501,426683
14,1003,319925:424879:428730,ARTHUR to Jumbo Gardens,3539,428730
18,1003,320198:424880:428694,WESTFORT to City Hall,3546,428694
12,995,320471:424881:426663,EAST END,3579,426663
15,995,320305:424884:428711,BEVERLY to University,3608,428711
18,996,321978:424885:428728,WESTFORT to City Hall,3546,428728
18,1003,320165:424888:428726,WESTFORT to Mary,3509,428726
15,996,322551:424894:428671,BEVERLY to University,3608,428671
15,995,320317:424896:428675,BEVERLY to University,3608,428675
15,996,322537:424897:428671,BEVERLY to Intercity,3591,428671
2,996,322148:424899:428743,CROSSTOWN to Westfort,3597,428743
10,1004,318538:424900:428678,NORTHWOOD to City Hall,3548,428678
2,995,320343:424907:428733,CROSSTOWN to Waterfront,3604,428733
16,995,320523:424911:426663,BALMORAL to College,3501,426663
16,995,320529:424914:426663,BALMORAL to College,3501,426663
14,995,320648:424916:428677,ARTHUR to Airport,3545,428677
14,1003,319917:424919:428738,ARTHUR to Jumbo Gardens,3539,428738
18,1004,319036:424920:428709,WESTFORT to City Hall,3546,428709
3C,1004,318611:424921:428736,COUNTY PARK to Northwood,3576,428736
14,996,322447:424924:428742,ARTHUR to City Hall,3541,428742
18,995,321276:424927:428673,WESTFORT to City Hall,3546,428673
5,996,322347:424928:428743,EDWARD to Waterfront,3555,428743
15,995,320308:424931:428690,BEVERLY to University,3608,428690
2,995,320355:424932:428733,CROSSTOWN to Westfort,3597,428733
1,996,322234:424934:428754,MAINLINE to Waterfront,3575,428754
8,1003,319259:424937:428691,JAMES to City Hall via College,3569,428691
13,1003,320077:424938:428693,JOHN-JUMBO to Waterfront,3588,428693
7,1003,319440:424944:428755,HUDSON to Waterfront,3582,428755
10,1004,318527:424948:428736,NORTHWOOD to County Park,3544,428736
3C,996,322373:424949:428749,COUNTY PARK to Northwood,3576,428749
10,996,322477:424957:428717,NORTHWOOD to College,3549,428717
18,996,321975:424961:428728,WESTFORT to City Hall,3546,428728
7,1003,319420:424965:428693,HUDSON to Waterfront,3582,428693
18,995,321235:424968:428750,WESTFORT to Mary,3509,428750
18,995,321253:424969:428695,WESTFORT to Mary,3509,428695
5,996,322333:424970:428743,EDWARD to Westfort,3543,428743
4,994,319982:424971:426664,NEEBING,3547,426664
15,1003,319148:424973:428669,BEVERLY to University,3608,428669
15,995,320291:424978:428675,BEVERLY to Intercity,3591,428675
14,1004,318589:424980:428745,ARTHUR to Airport,3545,428745
16,995,320499:424981:426619,BALMORAL to City Hall,3498,426619
7,996,322115:424982:428732,HUDSON to Waterfront,3582,428732
8,1003,319253:424984:428691,JAMES to City Hall via College,3569,428691
18,1004,319049:424985:428739,WESTFORT to City Hall,3546,428739
5,996,322328:424986:428710,EDWARD to Westfort,3543,428710
18,995,321258:424989:428673,WESTFORT to City Hall,3546,428673
3C,996,322372:424990:428717,COUNTY PARK to Northwood,3576,428717
16,994,320009:424992:426689,BALMORAL to City Hall,3498,426689
