route_id,service_id,trip_id,trip_headsign,shape_id,block_id
2,996,322160:425036:428743,CROSSTOWN to Westfort,3597,428743
14,1003,319948:425038:428698,ARTHUR to Airport,3545,428698
2,1004,318852:425040:428703,CROSSTOWN to Waterfront,3604,428703
5,1003,319856:425041:428720,EDWARD to Westfort,3543,428720
5,995,320762:425044:428721,EDWARD to Westfort,3543,428721
10,995,320592:425048:428748,NORTHWOOD to College,3549,428748
18,995,321236:425049:428695,WESTFORT to Mary,3509,428695
15,1004,318479:425055:428686,BEVERLY to University,3578,428686
10,1004,318558:425057:428678,NORTHWOOD to College,3549,428678
14,1003,319919:425060:428698,ARTHUR to Jumbo Gardens,3539,428698
14,995,320614:425064:428677,ARTHUR to Jumbo Gardens,3539,428677
3C,996,322379:425070:428749,COUNTY PARK to Northwood,3576,428749
10,1004,318553:425076:428736,NORTHWOOD to College,3549,428736
16,994,320058:425077:426683,BALMORAL to College,3501,426683
14,996,322409:425078:428742,ARTHUR to City Hall,3541,428742
2,1004,318822:425079:428701,CROSSTOWN to Westfort,3597,428701
10,1004,318528:425087:428746,NORTHWOOD to County Park,3544,428746
8,1003,319257:425088:428704,JAMES to City Hall via College,3569,428704
7,1003,319430:425089:428693,HUDSON to Waterfront,3582,428693
5,996,322339:425092:428743,EDWARD to Westfort,3543,428743
15,1003,319101:425093:428669,BEVERLY to Intercity,3591,428669
15,996,322549:425095:428671,BEVERLY to University,3608,428671
16,995,320509:425102:426619,BALMORAL to City Hall,3498,426619
2,1003,319226:425104:428720,CROSSTOWN to Waterfront,3604,428720
7,995,320939:425105:428718,HUDSON to Waterfront,3582,428718
16,995,320522:425108:426619,BALMORAL to College,3501,426619
18,995,321270:425109:428695,WESTFORT to City Hall,3546,428695
8,1003,319252:425115:428724,JAMES to City Hall via College,3569,428724
15,996,322536:425118:428700,BEVERLY to Intercity,3591,428700
18,1004,319040:425119:428739,WESTFORT to City Hall,3546,428739
7,1004,318862:425120:428687,HUDSON to Waterfront,3582,428687
5,996,322349:425123:428743,EDWARD to Waterfront,3555,428743
18,1003,320162:425131:428726,WESTFORT to Mary,3509,428726
2,995,320341:425135:428721,CROSSTOWN to Waterfront,3604,428721
16,995,320524:425136:426619,BALMORAL to College,3501,426619
5,1004,318655:425138:428701,EDWARD to Westfort,3543,428701
2,1004,318839:425139:428701,CROSSTOWN to Waterfront,3604,428701
16,995,320542:425141:426663,BALMORAL to City Hall,3498,426663
2,996,322155:425143:428710,CROSSTOWN to Westfort,3597,428710
13,996,322504:425144:428688,JOHN-JUMBO to Waterfront,3588,428688
10,1004,318531:425147:428746,NORTHWOOD to County Park,3550,428746
12,995,320489:425149:426663,EAST END,3579,426663
2,995,320333:425151:428734,CROSSTOWN to Waterfront,3604,428734
14,1003,319954:425152:428738,ARTHUR to Airport,3545,428738
14,996,322425:425153:428742,ARTHUR to City Hall,3541,428742
14,1006,319932:425154:428751,ARTHUR to Airport,3545,428751
14,1007,319932:425154:428759,ARTHUR to Airport,3545,428759
7,996,322120:425155:428688,HUDSON to Waterfront,3582,428688
5,1003,319820:425157:428720,EDWARD to Westfort,3543,428720
18,995,321232:425159:428750,WESTFORT to Mary,3509,428750
5,996,322331:425161:428743,EDWARD to Westfort,3543,428743
10,1006,319722:425164:428680,NORTHWOOD to County Park,3544,428680
7,995,320925:425165:428718,HUDSON to Waterfront,3582,428718
1,1003,319611:425166:428694,MAINLINE to Waterfront,3607,428694
5,1004,318643:425168:428701,EDWARD to Westfort,3543,428701
5,996,322345:425169:428743,EDWARD to Westfort,3543,428743
5,1003,319799:425172:428725,EDWARD to Westfort,3543,428725
10,1004,318551:425173:428746,NORTHWOOD to College,3549,428746
8,1004,318926:425175:428745,JAMES to City Hall,3540,428745
10,995,320590:425176:428731,NORTHWOOD to College,3549,428731
12,995,320476:425177:426619,EAST END,3579,426619
14,995,320618:425180:428692,ARTHUR to Jumbo Gardens,3539,428692
16,995,320519:425181:426663,BALMORAL to College,3501,426663
6,994,320074:425184:426664,MISSION RD.,3104,426664
18,1003,320164:425185:428726,WESTFORT to Mary,3509,428726
3C,995,320858:425189:428741,COUNTY PARK to Castlegreen Dr,3605,428741
16,994,320019:425191:426689,BALMORAL to City Hall,3498,426689
2,995,320352:425193:428721,CROSSTOWN to Waterfront,3604,428721
7,995,320946:425197:428753,HUDSON to Waterfront,3582,428753
18,995,321273:425199:428673,WESTFORT to City Hall,3546,428673
14,1003,319931:425203:428730,ARTHUR to Airport,3545,428730
2,995,320336:425205:428734,CROSSTOWN to Waterfront,3604,428734
2,1003,319171:425206:428727,CROSSTOWN to Waterfront,3604,428727
15,1003,319099:425208:428737,BEVERLY to Intercity,3591,428737
14,996,322441:425210:428683,ARTHUR to Airport,3545,428683
18,1003,320177:425211:428707,WESTFORT to Mary,3509,428707
10,1006,319691:425215:428680,NORTHWOOD to County Park,3544,428680
10,1007,319691:425215:428758,NORTHWOOD to County Park,3544,428758
3C,995,320833:425218:428741,COUNTY PARK to Castlegreen Dr,3605,428741
16,995,320539:425219:426663,BALMORAL to College,3501,426663
12,994,319996:425221:426683,EAST END,3579,426683
5,995,320710:425223:428734,EDWARD to Westfort,3543,428734
2,996,322149:425228:428710,CROSSTOWN to Westfort,3597,428710
15,1003,319094:425230:428737,BEVERLY to Intercity,3591,428737
14,996,322424:425239:428683,ARTHUR to City Hall,3541,428683
2,1003,319170:425241:428725,CROSSTOWN to Waterfront,3604,428725
14,1003,319973:425247:428722,ARTHUR to Airport,3545,428722
3C,1004,318615:425248:428746,COUNTY PARK to Northwood,3576,428746
14,1003,319936:425249:428730,ARTHUR to Airport,3545,428730
2,996,322166:425251:428710,CROSSTOWN to Waterfront,3604,428710
15,1004,318463:425253:428686,BEVERLY to University,3578,428686
2,1004,318835:425254:428703,CROSSTOWN to Westfort,3597,428703
15,1003,319104:425261:428737,BEVERLY to Intercity,3591,428737
15,996,322565:425262:428671,BEVERLY to University,3578,428671
15,995,320314:425265:428715,BEVERLY to University,3608,428715
2,995,320380:425267:428721,CROSSTOWN to Westfort,3597,428721
1,1004,318774:425269:428709,MAINLINE to Waterfront,3575,428709
2,995,320359:425270:428733,CROSSTOWN to Westfort,3597,428733
15,1004,318474:425274:428672,BEVERLY to University,3608,428672
14,995,320633:425275:428719,ARTHUR to Airport,3545,428719
15,996,322553:425279:428671,BEVERLY to University,3608,428671
8,1003,319250:425280:428691,JAMES to City Hall via College,3569,428691
16,995,320537:425284:426663,BALMORAL to College,3501,426663
15,1004,318449:425286:428686,BEVERLY to Intercity,3591,428686
10,995,320593:425291:428681,NORTHWOOD to College,3549,428681
18,1003,320159:425294:428726,WESTFORT to Mary,3509,428726
16,995,320501:425298:426619,BALMORAL to City Hall,3498,426619
1,995,320892:425299:428695,MAINLINE to Waterfront,3575,428695
7,995,320928:425301:428753,HUDSON to Waterfront,3582,428753
14,995,320644:425302:428699,ARTHUR to Airport,3545,428699
3C,1003,319651:425306:428738,COUNTY PARK to Northwood,3576,428738
15,996,322557:425307:428671,BEVERLY to University,3608,428671
14,1003,319923:425308:428722,ARTHUR to Jumbo Gardens,3539,428722
18,1003,320171:425311:428726,WESTFORT to Mary,3509,428726
13,995,320456:425316:428718,JOHN-JUMBO to Waterfront,3588,428718
2,996,322181:425320:428710,CROSSTOWN to Waterfront,3604,428710
3C,995,320855:425329:428748,COUNTY PARK to Castlegreen Dr,3605,428748
3C,1004,318612:425330:428746,COUNTY PARK to Northwood,3576,428746
14,1003,319963:425332:428698,ARTHUR to Jumbo Gardens,3539,428698
18,1004,319042:425335:428709,WESTFORT to City Hall,3546,428709
14,1003,319955:425336:428738,ARTHUR to City Hall,3541,428738
12,995,320490:425339:426619,EAST END,3579,426619
10,1004,318556:425340:428736,NORTHWOOD to College,3549,428736
7,1003,319459:425341:428693,HUDSON to Waterfront,3582,428693
5,996,322346:425342:428710,EDWARD to Westfort,3543,428710
7,1003,319455:425346:428693,HUDSON to Waterfront,3582,428693
7,995,320945:425350:428718,HUDSON to Waterfront,3582,428718
3C,995,320829:425351:428689,COUNTY PARK to Castlegreen Dr,3605,428689
15,995,320321:425353:428675,BEVERLY to University,3608,428675
3C,996,322389:425354:428749,COUNTY PARK to Castlegreen Dr,3605,428749
2,1004,318847:425362:428703,CROSSTOWN to Waterfront,3604,428703
2,1004,318850:425365:428703,CROSSTOWN to Waterfront,3604,428703
10,995,320545:425371:428741,NORTHWOOD to County Park,3550,428741
15,996,322562:425373:428700,BEVERLY to University,3578,428700
14,995,320646:425376:428716,ARTHUR to Airport,3545,428716
14,1004,318571:425377:428684,ARTHUR to City Hall,3541,428684
18,995,321231:425382:428673,WESTFORT to Mary,3509,428673
14,995,320607:425383:428714,ARTHUR to City Hall,3541,428714
2,995,320346:425384:428733,CROSSTOWN to Waterfront,3604,428733
12,994,320002:425385:426683,EAST END,3579,426683
13,1003,320088:425391:428755,JOHN-JUMBO to Waterfront,3588,428755
2,1004,318848:425395:428703,CROSSTOWN to Waterfront,3604,428703
5,1004,318639:425396:428701,EDWARD to Westfort,3543,428701
8,1004,318907:425399:428706,JAMES to City Hall via College,3569,428706
5,995,320728:425400:428733,EDWARD to Westfort,3543,428733
8,995,320396:425402:428692,JAMES to City Hall,3540,428692
16,994,320040:425408:426683,BALMORAL to City Hall,3498,426683
10,995,320549:425410:428748,NORTHWOOD to County Park,3544,428748
5,996,322350:425414:428710,EDWARD to Waterfront,3555,428710
12,994,320007:425415:426689,EAST END,3579,426689
2,996,322175:425420:428743,CROSSTOWN to Waterfront,3604,428743
15,1003,319092:425422:428747,BEVERLY to Intercity,3591,428747
10,1004,318545:425424:428746,NORTHWOOD to College,3549,428746
2,995,320351:425428:428733,CROSSTOWN to Waterfront,3604,428733
5,1004,318644:425429:428703,EDWARD to Westfort,3543,428703
15,1003,319153:425430:428737,BEVERLY to University,3578,428737
2,1004,318824:425431:428701,CROSSTOWN to Westfort,3597,428701
10,1003,319717:425433:428738,NORTHWOOD to County Park,3544,428738
15,1003,319106:425434:428669,BEVERLY to Intercity,3591,428669
1,995,320893:425436:428673,MAINLINE to Waterfront,3575,428673
16,994,320041:425438:426689,BALMORAL to City Hall,3498,426689
5,1004,318647:425439:428701,EDWARD to Westfort,3543,428701
8,996,322077:425442:428683,JAMES to City Hall via College,3569,428683
14,996,322432:425448:428683,ARTHUR to Airport,3545,428683
2,995,320362:425450:428721,CROSSTOWN to Westfort,3597,428721
18,995,321241:425452:428695,WESTFORT to Mary,3509,428695
4,994,319976:425453:426642,NEEBING,3554,426642
2,1004,318842:425455:428701,CROSSTOWN to Waterfront,3604,428701
18,1004,319048:425457:428709,WESTFORT to City Hall,3546,428709
3C,996,322391:425461:428717,COUNTY PARK to Castlegreen Dr,3605,428717
3C,1004,318609:425462:428746,COUNTY PARK to Northwood,3576,428746
5,996,322342:425468:428710,EDWARD to Westfort,3543,428710
8,1003,319245:425473:428704,JAMES to City Hall via College,3569,428704
14,1004,318593:425474:428706,ARTHUR to Airport,3545,428706
12,994,319987:425475:426689,EAST END,3579,426689
16,995,320517:425476:426663,BALMORAL to College,3501,426663
10,995,320567:425478:428731,NORTHWOOD to County Park,3544,428731
2,995,320383:425482:428733,CROSSTOWN to Waterfront,3604,428733
16,995,320518:425489:426619,BALMORAL to College,3501,426619
10,1003,319724:425496:428676,NORTHWOOD to County Park,3550,428676
3C,1004,318605:425498:428736,COUNTY PARK to Northwood,3576,428736
8,995,320390:425499:428719,JAMES to City Hall,3540,428719
18,1003,320201:425501:428726,WESTFORT to Mary,3509,428726
14,1003,319918:425502:428722,ARTHUR to Jumbo Gardens,3539,428722
15,1004,318464:425503:428672,BEVERLY to University,3608,428672
7,1003,319467:425504:428755,HUDSON to Waterfront,3582,428755
2,1004,318837:425507:428703,CROSSTOWN to Westfort,3597,428703
10,996,322451:425508:428717,NORTHWOOD to County Park,3550,428717
1,1004,318799:425512:428670,MAINLINE to Waterfront,3575,428670
15,995,320277:425515:428675,BEVERLY to Intercity,3591,428675
16,994,320017:425516:426689,BALMORAL to City Hall,3498,426689
18,995,321245:425518:428695,WESTFORT to Mary,3509,428695
18,1004,319045:425519:428709,WESTFORT to City Hall,3546,428709
2,996,322153:425522:428710,CROSSTOWN to Westfort,3597,428710
10,996,322450:425523:428735,NORTHWOOD to County Park,3550,428735
16,995,320538:425524:426619,BALMORAL to College,3501,426619
10,996,322487:425529:428749,NORTHWOOD to College,3549,428749
3C,995,320857:425532:428731,COUNTY PARK to Castlegreen Dr,3605,428731
8,1004,318923:425533:428684,JAMES to City Hall via College,3569,428684
15,1004,318472:425537:428672,BEVERLY to University,3608,428672
13,995,320447:425538:428753,JOHN-JUMBO to Waterfront,3588,428753
14,995,320662:425541:428692,ARTHUR to Airport,3545,428692
14,995,320625:425543:428699,ARTHUR to Waterfront,3542,428699
5,995,320724:425545:428721,EDWARD to Westfort,3543,428721
7,996,322116:425546:428688,HUDSON to Waterfront,3582,428688
16,994,320010:425547:426683,BALMORAL to City Hall,3498,426683
10,1003,319729:425550:428676,NORTHWOOD to County Park,3544,428676
14,1003,319929:425555:428722,ARTHUR to Airport,3545,428722
14,996,322420:425557:428702,ARTHUR to City Hall,3541,428702
2,995,320347:425560:428721,CROSSTOWN to Waterfront,3604,428721
5,996,322330:425565:428710,EDWARD to Westfort,3543,428710
5,995,320725:425566:428734,EDWARD to Westfort,3543,428734
8,996,322106:425567:428742,JAMES to City Hall,3540,428742
14,1003,319947:425569:428698,ARTHUR to Airport,3545,428698
8,1003,319269:425571:428691,JAMES to City Hall via College,3569,428691
8,1003,319288:425572:428724,JAMES to City Hall via College,3569,428724
1,1004,318803:425574:428670,MAINLINE to Waterfront,3575,428670
14,1003,319953:425575:428691,ARTHUR to City Hall,3541,428691
14,1003,319930:425577:428698,ARTHUR to Airport,3545,428698
12,994,319993:425579:426689,EAST END,3579,426689
14,995,320612:425581:428716,ARTHUR to Jumbo Gardens,3539,428716
13,1003,320085:425582:428693,JOHN-JUMBO to Waterfront,3588,428693
15,1003,319152:425588:428737,BEVERLY to University,3578,428737
16,994,320033:425592:426683,BALMORAL to College,3501,426683
8,1003,319285:425593:428704,JAMES to City Hall via College,3569,428704
15,995,320313:425594:428690,BEVERLY to University,3608,428690
8,996,322093:425595:428742,JAMES to City Hall via College,3569,428742
14,1004,318581:425596:428684,ARTHUR to Airport,3545,428684
12,994,320006:425601:426683,EAST END,3579,426683
12,995,320479:425602:426663,EAST END,3579,426663
5,1003,319795:425603:428727,EDWARD to Westfort,3543,428727
2,996,322152:425604:428743,CROSSTOWN to Westfort,3597,428743
18,1003,320202:425605:428726,WESTFORT to City Hall,3546,428726
12,995,320485:425609:426663,EAST END,3579,426663
14,1003,319933:425611:428738,ARTHUR to Airport,3545,428738
5,1004,318645:425612:428701,EDWARD to Westfort,3543,428701
14,1006,319937:425618:428751,ARTHUR to Airport,3545,428751
14,1007,319937:425618:428759,ARTHUR to Airport,3545,428759
8,1003,319261:425620:428698,JAMES to City Hall,3540,428698
14,1004,318567:425622:428745,ARTHUR to City Hall,3541,428745
14,995,320657:425624:428719,ARTHUR to Airport,3545,428719
10,996,322459:425628:428735,NORTHWOOD to County Park,3544,428735
14,995,320654:425629:428699,ARTHUR to Airport,3545,428699
12,995,320473:425630:426663,EAST END,3579,426663
10,996,322479:425632:428735,NORTHWOOD to College,3549,428735
12,994,319997:425635:426689,EAST END,3579,426689
10,1004,318533:425638:428736,NORTHWOOD to County Park,3550,428736
14,1004,318569:425642:428706,ARTHUR to City Hall,3541,428706
5,995,320718:425644:428721,EDWARD to Westfort,3543,428721
3C,1004,318617:425652:428746,COUNTY PARK to Waterfront,3570,428746
5,996,322329:425654:428743,EDWARD to Westfort,3543,428743
2,1004,318858:425656:428701,CROSSTOWN to Waterfront,3604,428701
5,1004,318677:425657:428703,EDWARD to Westfort,3543,428703
18,1004,319052:425659:428739,WESTFORT to City Hall,3546,428739
10,1004,318522:425661:428746,NORTHWOOD to County Park,3550,428746
18,1003,320155:425663:428726,WESTFORT to Mary,3509,428726
5,996,322344:425665:428710,EDWARD to Westfort,3543,428710
16,994,320023:425669:426689,BALMORAL to City Hall,3498,426689
5,995,320733:425670:428734,EDWARD to Waterfront,3555,428734
18,1004,319047:425671:428696,WESTFORT to City Hall,3546,428696
2,996,322163:425673:428710,CROSSTOWN to Westfort,3597,428710
1,1004,318797:425674:428739,MAINLINE to Waterfront,3575,428739
15,996,322539:425675:428671,BEVERLY to Intercity,3591,428671
7,1003,319450:425678:428755,HUDSON to Waterfront,3582,428755
7,996,322119:425680:428732,HUDSON to Waterfront,3582,428732
14,1004,318566:425681:428706,ARTHUR to City Hall,3541,428706
5,995,320720:425683:428733,EDWARD to Westfort,3543,428733
2,996,322172:425684:428743,CROSSTOWN to Waterfront,3604,428743
5,996,322366:425686:428743,EDWARD to Westfort,3543,428743
2,996,322168:425690:428710,CROSSTOWN to Waterfront,3604,428710
15,995,320276:425696:428685,BEVERLY to Intercity,3591,428685
14,995,320655:425699:428708,ARTHUR to Airport,3545,428708
7,1004,318873:425700:428713,HUDSON to Waterfront,3582,428713
1,1003,319610:425703:428726,MAINLINE to Waterfront,3607,428726
8,1003,319268:425705:428698,JAMES to City Hall,3540,428698
5,996,322343:425706:428743,EDWARD to Westfort,3543,428743
8,996,322087:425707:428683,JAMES to City Hall,3540,428683
14,996,322418:425710:428742,ARTHUR to City Hall,3541,428742
2,1003,319169:425711:428720,CROSSTOWN to Waterfront,3604,428720
6,994,320071:425712:426642,MISSION RD.,3104,426642
14,995,320609:425713:428677,ARTHUR to Jumbo Gardens,3539,428677
2,995,320361:425715:428733,CROSSTOWN to Westfort,3597,428733
8,1003,319290:425716:428691,JAMES to City Hall,3540,428691
7,1003,319449:425717:428755,HUDSON to Waterfront,3582,428755
15,1003,319118:425721:428737,BEVERLY to Intercity,3591,428737
16,994,320045:425722:426689,BALMORAL to City Hall,3498,426689
18,1003,320166:425723:428726,WESTFORT to Mary,3509,428726
5,995,320732:425725:428733,EDWARD to Waterfront,3555,428733
14,996,322416:425730:428683,ARTHUR to City Hall,3541,428683
8,1004,318924:425731:428745,JAMES to City Hall via College,3569,428745
2,995,320379:425736:428733,CROSSTOWN to Westfort,3597,428733
5,996,322335:425738:428743,EDWARD to Westfort,3543,428743
5,996,322351:425740:428743,EDWARD to Waterfront,3555,428743
18,995,321238:425744:428695,WESTFORT to Mary,3509,428695
7,995,320947:425749:428718,HUDSON to Waterfront,3582,428718
10,995,320589:425754:428689,NORTHWOOD to College,3549,428689
2,995,320363:425755:428734,CROSSTOWN to Westfort,3597,428734
2,995,320332:425760:428721,CROSSTOWN to Waterfront,3604,428721
10,1003,319690:425763:428705,NORTHWOOD to County Park,3544,428705
10,995,320553:425764:428741,NORTHWOOD to County Park,3544,428741
10,1003,319725:425765:428723,NORTHWOOD to County Park,3544,428723
3C,1003,319648:425769:428674,COUNTY PARK to Waterfront,3570,428674
14,995,320631:425770:428719,ARTHUR to City Hall,3541,428719
18,1004,319037:425771:428739,WESTFORT to City Hall,3546,428739
14,996,322422:425772:428683,ARTHUR to City Hall,3541,428683
4,994,319979:425773:426629,NEEBING,3547,426629
15,995,320295:425776:428690,BEVERLY to University,3578,428690
10,1003,319716:425777:428705,NORTHWOOD to Waterfront,3536,428705
1,996,322236:425781:428752,MAINLINE to Waterfront,3575,428752
14,996,322446:425782:428742,ARTHUR to Airport,3545,428742
5,995,320711:425783:428733,EDWARD to Westfort,3543,428733
7,996,322114:425784:428688,HUDSON to Waterfront,3582,428688
15,1003,319096:425786:428669,BEVERLY to Intercity,3591,428669
10,996,322457:425787:428717,NORTHWOOD to County Park,3544,428717
14,996,322419:425790:428683,ARTHUR to City Hall,3541,428683
3C,996,322388:425793:428717,COUNTY PARK to Castlegreen Dr,3605,428717
5,1003,319846:425797:428727,EDWARD to Westfort,3543,428727
16,994,320022:425799:426683,BALMORAL to City Hall,3498,426683
2,1003,319184:425803:428720,CROSSTOWN to Waterfront,3604,428720
18,996,321969:425804:428728,WESTFORT to City Hall,3546,428728
15,1004,318465:425806:428686,BEVERLY to University,3608,428686
7,1003,319460:425808:428693,HUDSON to Waterfront,3582,428693
10,1003,319687:425809:428676,NORTHWOOD to County Park,3544,428676
10,1006,319686:425810:428680,NORTHWOOD to County Park,3544,428680
10,1007,319686:425810:428758,NORTHWOOD to County Park,3544,428758
15,996,322532:425817:428700,BEVERLY to Intercity,3591,428700
15,996,322559:425824:428671,BEVERLY to University,3608,428671
16,995,320502:425827:426663,BALMORAL to City Hall,3498,426663
5,995,320730:425829:428733,EDWARD to Westfort,3543,428733
18,1003,320196:425831:428707,WESTFORT to City Hall,3546,428707
2,1003,319205:425835:428725,CROSSTOWN to Waterfront,3604,428725
16,994,320025:425836:426683,BALMORAL to College,3501,426683
15,1004,318478:425839:428672,BEVERLY to University,3578,428672
16,994,320037:425841:426683,BALMORAL to College,3501,426683
14,1004,318592:425843:428745,ARTHUR to Airport,3545,428745
15,1003,319108:425849:428729,BEVERLY to Intercity,3591,428729
1,996,322238:425857:428752,MAINLINE to Waterfront,3575,428752
12,994,319983:425859:426683,EAST END,3579,426683
2,995,320331:425865:428733,CROSSTOWN to Waterfront,3604,428733
2,1003,319219:425867:428725,CROSSTOWN to Waterfront,3604,428725
14,1004,318596:425868:428745,ARTHUR to Airport,3545,428745
14,1003,319941:425869:428730,ARTHUR to Airport,3545,428730
2,1003,319227:425870:428725,CROSSTOWN to Waterfront,3604,428725
1,1004,318801:425872:428670,MAINLINE to Waterfront,3575,428670
18,1003,320163:425873:428726,WESTFORT to Mary,3509,428726
15,995,320318:425881:428690,BEVERLY to University,3608,428690
8,1004,318935:425882:428706,JAMES to City Hall,3540,428706
8,995,320397:425883:428719,JAMES to City Hall,3540,428719
2,995,320358:425887:428734,CROSSTOWN to Westfort,3597,428734
15,995,320289:425888:428715,BEVERLY to Intercity,3591,428715
13,1004,318499:425892:428713,JOHN-JUMBO to Waterfront,3588,428713
15,995,320315:425893:428711,BEVERLY to University,3608,428711
18,995,321267:425896:428695,WESTFORT to City Hall,3546,428695
16,994,320021:425898:426689,BALMORAL to City Hall,3498,426689
2,995,320387:425900:428721,CROSSTOWN to Waterfront,3604,428721
5,1003,319814:425904:428720,EDWARD to Westfort,3543,428720
18,1004,319055:425905:428739,WESTFORT to City Hall,3546,428739
5,1003,319824:425909:428725,EDWARD to Westfort,3543,428725
2,995,320369:425913:428734,CROSSTOWN to Westfort,3597,428734
8,995,320428:425915:428719,JAMES to City Hall via College,3569,428719
2,995,320340:425917:428733,CROSSTOWN to Waterfront,3604,428733
18,1003,320175:425920:428694,WESTFORT to Mary,3509,428694
15,1004,318470:425922:428672,BEVERLY to University,3608,428672
3C,996,322381:425927:428717,COUNTY PARK to Northwood,3576,428717
10,995,320559:425930:428748,NORTHWOOD to County Park,3544,428748
2,996,322165:425931:428710,CROSSTOWN to Westfort,3597,428710
7,995,320936:425935:428753,HUDSON to Waterfront,3582,428753
16,995,320498:425937:426663,BALMORAL to City Hall,3498,426663
14,1003,319975:425938:428691,ARTHUR to City Hall,3541,428691
5,1004,318656:425944:428703,EDWARD to Westfort,3543,428703
8,995,320392:425947:428682,JAMES to City Hall,3540,428682
10,1003,319730:425953:428723,NORTHWOOD to County Park,3544,428723
3C,996,322384:425961:428717,COUNTY PARK to Northwood,3576,428717
5,1004,318650:425963:428703,EDWARD to Westfort,3543,428703
12,994,320000:425965:426683,EAST END,3579,426683
18,1003,320173:425966:428707,WESTFORT to Mary,3509,428707
2,996,322151:425970:428710,CROSSTOWN to Westfort,3597,428710
5,995,320704:425971:428733,EDWARD to Westfort,3543,428733
10,1004,318525:425972:428746,NORTHWOOD to County Park,3544,428746
13,995,320448:425975:428718,JOHN-JUMBO to Waterfront,3588,428718
8,996,322100:425976:428702,JAMES to City Hall,3540,428702
14,1004,318574:425980:428706,ARTHUR to City Hall,3541,428706
7,1004,318878:425990:428687,HUDSON to Waterfront,3582,428687
10,995,320547:425991:428689,NORTHWOOD to County Park,3550,428689
8,1003,319284:425992:428691,JAMES to City Hall via College,3569,428691
5,1004,318651:425993:428701,EDWARD to Westfort,3543,428701
10,995,320552:425994:428731,NORTHWOOD to County Park,3544,428731
13,995,320451:425995:428753,JOHN-JUMBO to Waterfront,3588,428753
15,1003,319114:426002:428737,BEVERLY to Intercity,3591,428737
14,1003,319946:426004:428698,ARTHUR to City Hall,3541,428698
10,995,320558:426008:428741,NORTHWOOD to County Park,3544,428741
2,1003,319176:426010:428725,CROSSTOWN to Waterfront,3604,428725
3C,995,320834:426012:428681,COUNTY PARK to Castlegreen Dr,3605,428681
2,1003,327079:426014:428725,CROSSTOWN to Waterfront,3604,428725
5,1003,319797:426020:428725,EDWARD to Westfort,3543,428725
13,995,320453:426022:428753,JOHN-JUMBO to Waterfront,3588,428753
14,995,320623:426023:428692,ARTHUR to Jumbo Gardens,3539,428692
5,995,320719:426026:428734,EDWARD to Westfort,3543,428734
18,995,321233:426029:428695,WESTFORT to Mary,3509,428695
7,995,320934:426031:428753,HUDSON to Waterfront,3582,428753
14,996,322444:426032:428742,ARTHUR to Airport,3545,428742
7,995,320952:426033:428753,HUDSON to Waterfront,3582,428753
15,1003,319093:426039:428729,BEVERLY to Intercity,3591,428729
14,1004,318598:426042:428706,ARTHUR to City Hall,3541,428706
10,996,322482:426046:428735,NORTHWOOD to College,3549,428735
10,995,320555:426047:428681,NORTHWOOD to County Park,3544,428681
10,996,322460:426048:428717,NORTHWOOD to County Park,3550,428717
14,1006,319916:426051:428751,ARTHUR to Jumbo Gardens,3539,428751
14,1007,319916:426051:428759,ARTHUR to Jumbo Gardens,3539,428759
15,1004,318461:426053:428686,BEVERLY to University,3578,428686
15,996,322531:426054:428671,BEVERLY to Intercity,3591,428671
14,995,320647:426056:428692,ARTHUR to Airport,3545,428692
12,995,320482:426058:426619,EAST END,3579,426619
18,996,321972:426065:428728,WESTFORT to City Hall,3546,428728
12,995,320472:426068:426619,EAST END,3579,426619
15,1003,319116:426071:428669,BEVERLY to Intercity,3591,428669
18,995,321250:426075:428695,WESTFORT to Mary,3509,428695
16,994,320034:426077:426689,BALMORAL to College,3501,426689
8,1003,319254:426079:428704,JAMES to City Hall via College,3569,428704
16,995,320512:426083:426663,BALMORAL to City Hall,3498,426663
2,1004,318853:426090:428703,CROSSTOWN to Waterfront,3604,428703
14,1003,319974:426092:428691,ARTHUR to Airport,3545,428691
5,996,322334:426093:428710,EDWARD to Westfort,3543,428710
14,996,322442:426094:428742,ARTHUR to Airport,3545,428742
5,995,320736:426097:428733,EDWARD to Waterfront,3555,428733
16,995,320505:426098:426619,BALMORAL to City Hall,3498,426619
15,995,320309:426101:428715,BEVERLY to University,3608,428715
14,995,320650:426104:428708,ARTHUR to Airport,3545,428708
14,995,320661:426105:428716,ARTHUR to Airport,3545,428716
16,995,320527:426106:426663,BALMORAL to College,3501,426663
8,996,322099:426107:428742,JAMES to City Hall,3540,428742
5,995,320721:426109:428721,EDWARD to Westfort,3543,428721
10,1004,318523:426110:428678,NORTHWOOD to County Park,3550,428678
2,995,320360:426111:428734,CROSSTOWN to Westfort,3597,428734
14,996,322430:426113:428702,ARTHUR to Airport,3545,428702
1,1003,319607:426114:428707,MAINLINE to Waterfront,3607,428707
14,1004,318565:426115:428684,ARTHUR to City Hall,3541,428684
18,995,321234:426119:428673,WESTFORT to Mary,3509,428673
3C,1004,318607:426121:428678,COUNTY PARK to Northwood,3576,428678
14,996,322438:426122:428683,ARTHUR to Airport,3545,428683
10,995,320543:426126:428681,NORTHWOOD to County Park,3550,428681
13,1004,318498:426127:428687,JOHN-JUMBO to Waterfront,3588,428687
14,995,320622:426139:428716,ARTHUR to Jumbo Gardens,3539,428716
